ï»¿datasheet_id|line|ability_id|model|name|description|type|parameter|
000000595|6|||Aspect Shrine Token|Once per battle for each Aspect Shrine token this unit has, you can change the result of one Hit roll or one Wound roll made for a model in this unit (excluding <span class="kwb">CHARACTER</span> models) to an unmodified 6.<br><br><b>Designerâs Note:</b> <i>Place an Aspect Shrine token next to the unit for each Aspect Shrine token it has, removing one each time this ability is used.</i>|Wargear||
000000596|1|000009894||||Faction||
000000596|2|||Assured Destruction|In your Shooting phase, each time a model in this unit makes a ranged attack that targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, you can re-roll the Hit roll, you can re-roll the Wound roll and you can re-roll the Damage roll.|Datasheet||
000000596|3|||Aspect Shrine Token|Once per battle for each Aspect Shrine token this unit has, you can change the result of one Hit roll or one Wound roll made for a model in this unit (excluding <span class="kwb">CHARACTER</span> models) to an unmodified 6.<br><br><b>Designerâs Note:</b> <i>Place an Aspect Shrine token next to the unit for each Aspect Shrine token it has, removing one each time this ability is used.</i>|Wargear||
000000597|1|||War Construct|This unit is eligible to shoot in a turn in which it Fell Back.|Datasheet||
000000597|2|||Psychic Guidance|While this unit is within 12" of one or more friendly Aeldari Psyker models, models in this unit have a Leadership characteristic of 6+ and each time a model in this unit makes an attack, add 1 to the Hit roll.|Datasheet||
000000598|1|||Malevolent Souls|Each time a model in this unit is destroyed by a melee attack, if that model has not fought this phase, roll one D6. On a 3+, do not remove it from play; that destroyed model can fight after the attacking unit has finished making its attacks, and is then removed from play.|Datasheet||
000000598|2|||Psychic Guidance|While this unit is within 12" of one or more friendly Aeldari Psyker models, models in this unit have a Leadership characteristic of 6+ and each time a model in this unit makes an attack, add 1 to the Hit roll.|Datasheet||
000000598|3|||Forceshield|The bearer has a 4+ invulnerable save.|Wargear||
000000599|1|000008339||||Core|D3|
000000599|2|000009894||||Faction||
000000599|3|||Wave Serpent Shield|Each time a ranged attack targets this model, if the Strength characteristic of that attack is greater than the Toughness characteristic of this model, subtract 1 from the Wound roll.|Datasheet||
000000600|1|000008343||||Core||
000000600|2|000009894||||Faction||
000000600|3|||Grenade Pack Flyover|Once per turn, in your Movement phase, when this unit is set up on the battlefield or ends a Normal, Advance or Fall Back move, it can use this ability. If it does, select one enemy unit within 8" of and visible to this unit and roll one D6 for each Swooping Hawks model in this unit: for each 4+, that enemy unit suffers 1 mortal wound (to a maximum of 6 mortal wounds). Each time this unit uses this ability, until the end of the turn, you cannot target this unit with the Grenade Stratagem.|Datasheet||
000000600|4|||Aspect Shrine Token|Once per battle for each Aspect Shrine token this unit has, you can change the result of one Hit roll or one Wound roll made for a model in this unit (excluding <span class="kwb">CHARACTER</span> models) to an unmodified 6.<br><br><b>Designerâs Note:</b> <i>Place an Aspect Shrine token next to the unit for each Aspect Shrine token it has, removing one each time this ability is used.</i>|Wargear||
000000601|1|000008343||||Core||
000000601|2|000009894||||Faction||
000000601|3|||Flickerjump|In your Movement phase, each time this unit is selected to make a Normal move, it can use this ability. If it does, until the end of the turn, this unit is not eligible to declare a charge and models in it have a Move characteristic of 24". Each time this unit uses this ability, at the end of the phase, roll one D6 for each model in this unit: for each 1, this unit suffers 1 mortal wound.|Datasheet||
000000601|4|||Aspect Shrine Token|Once per battle for each Aspect Shrine token this unit has, you can change the result of one Hit roll or one Wound roll made for a model in this unit (excluding <span class="kwb">CHARACTER</span> models) to an unmodified 6.<br><br><b>Designerâs Note:</b> <i>Place an Aspect Shrine token next to the unit for each Aspect Shrine token it has, removing one each time this ability is used.</i>|Wargear||
000000602|1|000009894||||Faction||
000000602|2|||Extreme Mobility|Each time this unit makes a Normal, Advance, Fall Back or Charge move, ignore any vertical distance when determining the total distance models in this unit can be moved during that move.|Datasheet||
000000602|3|||Shimmershield|The bearer has a 4+ invulnerable save.|Wargear||
000000603|1|||Skyhunter|Each time this model makes a ranged attack that targets a unit that can <span class="kwb">FLY</span>, add 1 to the Hit roll and add 1 to the Wound roll.|Datasheet||
000000605|1|000008339||||Core|1|
000000605|2|000009894||||Faction||
000000605|3|||Harassment Fire|In your Shooting phase, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the Hit roll.|Datasheet||
000000606|1|||Mindshock Pod (Aura, Psychic)|While an enemy unit is within 9" of this model, subtract 1 from Battle-shock and Leadership tests taken for that unit.|Datasheet||
000000607|1|000009894||||Faction||
000000607|2|||Inescapable Accuracy|Each time a model in this unit makes a ranged attack, you can ignore any or all modifiers to that attackâs Ballistic Skill characteristic and any or all modifiers to the Hit roll.|Datasheet||
000000607|3|||Aspect Shrine Token|Once per battle for each Aspect Shrine token this unit has, you can change the result of one Hit roll or one Wound roll made for a model in this unit (excluding <span class="kwb">CHARACTER</span> models) to an unmodified 6.<br><br><b>Designerâs Note:</b> <i>Place an Aspect Shrine token next to the unit for each Aspect Shrine token it has, removing one each time this ability is used.</i>|Wargear||
000000609|1|000008339||||Core|D3|
000000609|2|000008343||||Core||
000000609|3|000009894||||Faction||
000000609|4|||Fire Support|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the turn, each time a friendly model that disembarked from this <span class="kwb">TRANSPORT</span> this turn makes an attack that targets that enemy unit, you can re-roll the Wound roll.|Datasheet||
000000610|1|000008339||||Core|D3|
000000610|2|000009894||||Faction||
000000610|3|||Crystal Matrix|Each time this model is selected to shoot, you can re-roll one Hit roll and you can re-roll one Wound roll when resolving those attacks.|Datasheet||
000000610|4|||Linked Fire|When selecting targets for this weapon, you can measure range and determine visibility from another friendly <span class="kwb">FIRE</span> <span class="kwb">PRISM</span> model that is visible to the bearer. When doing so, this weapon has an Attacks characteristic of 1.|Wargear profile||
000000611|1|000008339||||Core|D3|
000000611|2|000009894||||Faction||
000000611|3|||Monofilament Web|In your Shooting phase, after this model has shot, if one or more of those attacks made with its doomweaver scored a hit against an enemy unit, until the start of your next turn, that enemy unit is pinned. While a unit is pinned, subtract 2 from that unitâs Move characteristic and subtract 2 from Charge rolls made for it.|Datasheet||
000000612|1|000008344||||Core|9"|
000000612|2|000009894||||Faction||
000000612|3|||Crystalline Targeting|In your Shooting phase, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, each time a friendly <span class="kwb">AELDARI</span> unit makes an attack that targets that enemy unit, improve the Armour Penetration characteristic of that attack by 1. Each unit can only be selected for this ability once per turn.|Datasheet||
000000613|1|000008339||||Core|1|
000000613|2|||Fated Hero|At the start of the battle, select one of the following keywords: <span class="kwb">INFANTRY</span>; <span class="kwb">MONSTER</span>; <span class="kwb">MOUNTED</span>; <span class="kwb">VEHICLE</span>. Each time this model makes an attack that targets a unit with the selected keyword, re-roll a Hit roll of 1 and re-roll a Wound roll of 1.|Datasheet||
000000613|3|||Psychic Guidance|While this model is within 12" of one or more friendly Aeldari Psyker models, improve the Ballistic Skill and Weapon Skill characteristics of weapons equipped by this model by 1 and it has a Leadership characteristic of 6+.|Datasheet||
000000614|1|000008339||||Core|D6|
000000614|2|000009894||||Faction||
000000614|3|||Titanic Strides|Each time this model makes a Normal, Advance or Fall Back move, it can move through models (excluding <span class="kwb">TITANIC</span> models) and sections of terrain features that are 4" or less in height. When doing so:<br><ul><li>It can move within Engagement Range of enemy models, but cannot end that move within Engagement Range of them.</li><li>It can also move through sections of terrain features that are more than 4" in height, but if it does, after it has moved, roll one D6: on a 1, this model is Battle-shocked.</li></ul>|Datasheet||
000000614|4|||Point-blank Devastation|Each time this modelâs heavy wraithcannon or suncannon targets a unit within half range, you can re-roll the dice to determine the number of attacks made.|Datasheet||
